ID,Category,Sub_Cat,Gov_Pvt,Facility,Tehsil,Admin 2,Admin 1,Latitude,Longitude
23258,HOMEOPATHIC,CLINIC,PRIVATE,HOMEO SKIN CARE CLINIC,SARGODHA,SARGODHA,PUNJAB,32.08558877620,72.68931906660
23259,GENERAL PHYSICIAN,CLINIC,PRIVATE,FOZIA CLINIC,SARGODHA,SARGODHA,PUNJAB,32.06161656650,72.70691164810
23260,DAWAKHANA,CLINIC,PRIVATE,DAWAKHANA PEER JEE,SARGODHA,SARGODHA,PUNJAB,32.08805427980,72.66739696660
23261,GENERAL PHYSICIAN,CLINIC,PRIVATE,HEART CARE CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08063939270,72.67703970570
23262,GENERAL PHYSICIAN,CLINIC,PRIVATE,CHATTHA MEDI CARE,SARGODHA,SARGODHA,PUNJAB,32.08016377670,72.67945512370
23263,GENERAL PHYSICIAN,CLINIC,PRIVATE,BAJWA TRAUMA ACCIDENT CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08018982260,72.68007985860
23264,GENERAL PHYSICIAN,CLINIC,PRIVATE,ITTEFAQ MEDICAL HALL,SARGODHA,SARGODHA,PUNJAB,32.08370698540,72.66429227430
23265,GENERAL PHYSICIAN,CLINIC,PRIVATE,BASHIR MEDICAL HALL,SARGODHA,SARGODHA,PUNJAB,32.07691642810,72.65879794320
23266,GENERAL PHYSICIAN,CLINIC,PRIVATE,BILAL MEDICAL HALL,SARGODHA,SARGODHA,PUNJAB,32.08838716330,72.66758384620
23267,GENERAL PHYSICIAN,CLINIC,PRIVATE,KEHKASHAN MARKAZ-E-ILAJ,SARGODHA,SARGODHA,PUNJAB,32.08699520850,72.66120155650
23268,GENERAL PHYSICIAN,CLINIC,PRIVATE,AHMED POLYCLINIC,SARGODHA,SARGODHA,PUNJAB,32.08113663420,72.68586987900
23269,SPECIALIST,CLINIC,PRIVATE,SARGODHA KIDNEY STONES CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08123602370,72.68588846200
23270,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,KB VACCINE PHARMACY,SARGODHA,SARGODHA,PUNJAB,32.08334158270,72.68730278300
23271,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,AL-DAWA WELFARE DISPENSARY,SARGODHA,SARGODHA,PUNJAB,32.07485373450,72.65339253960
23272,SPECIALIST,CLINIC,PRIVATE,LAPAROSCOPIC SURGERY CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08440161940,72.69064330490
23273,GENERAL PHYSICIAN,CLINIC,PRIVATE,AMEEN POLYCLINIC,SARGODHA,SARGODHA,PUNJAB,32.08645923230,72.69003719940
23274,SPECIALIST,CLINIC,PRIVATE,SAFE LIFE THALASSAEMIA HAEMOPHILIA CENTRE & ANEEQA BLOOD BANK,SARGODHA,SARGODHA,PUNJAB,32.08322775470,72.69339293920
23275,SPECIALIST,CLINIC,PRIVATE,DR ABID SKIN & LASER CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08364596990,72.69355662360
23276,DAWAKHANA,CLINIC,PRIVATE,QADRI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.07960149750,72.67232782170
23277,DAWAKHANA,CLINIC,PRIVATE,HAKEEM SULEMAN DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.07964777690,72.67086193180
23278,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL-SAUDIA TIBBI FOUNDATION,SARGODHA,SARGODHA,PUNJAB,32.08182285780,72.66813031770
23279,DAWAKHANA,CLINIC,PRIVATE,MAQBOOL DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08143634130,72.66631635910
23280,DAWAKHANA,CLINIC,PRIVATE,ISLAMIC TIBBI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08455377960,72.67444692420
23281,DAWAKHANA,CLINIC,PRIVATE,NEW AMEEN DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08458971400,72.66646597780
23282,DAWAKHANA,CLINIC,PRIVATE,SAHIBZADA HAKEEM BAWA MUSHTAQ AHMED,SARGODHA,SARGODHA,PUNJAB,32.08450048750,72.66612887470
23283,DAWAKHANA,CLINIC,PRIVATE,RIAZ DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08476197760,72.66645413510
23284,DAWAKHANA,CLINIC,PRIVATE,RAJPUT DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08551491750,72.66608874060
23285,DAWAKHANA,CLINIC,PRIVATE,RAFIQIA DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08558605610,72.66604769140
23286,DAWAKHANA,CLINIC,PRIVATE,MEHMOOD PANSAR STORE,SARGODHA,SARGODHA,PUNJAB,32.08579536600,72.66610068370
23287,DAWAKHANA,CLINIC,PRIVATE,BALOCH DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08414759730,72.66407556410
23288,DAWAKHANA,CLINIC,PRIVATE,REHMANIA PANSAR STORE & DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08641914360,72.66701505110
23289,DAWAKHANA,CLINIC,PRIVATE,HAJI ABDUL SATTAR PANSAR STORE,SARGODHA,SARGODHA,PUNJAB,32.08609980820,72.66653034320
23290,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ANWAR PANSAR STORE,SARGODHA,SARGODHA,PUNJAB,32.08604430730,72.66629236090
23291,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ASHRAF PANSAR STORE,SARGODHA,SARGODHA,PUNJAB,32.08600009260,72.66617719130
23292,HOMEOPATHIC,CLINIC,PRIVATE,HASAN HOMEOPATHIC TRADERS,SARGODHA,SARGODHA,PUNJAB,32.08357605120,72.66312457600
23293,DAWAKHANA,CLINIC,PRIVATE,USMAN DAWAKHANA & PLASTIC BOTTLE,SARGODHA,SARGODHA,PUNJAB,32.08397162210,72.66310884800
23294,DAWAKHANA,CLINIC,PRIVATE,CHINIOT DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08553772220,72.66384015350
23295,DAWAKHANA,CLINIC,PRIVATE,QADIMI CHINIOTI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08599344690,72.66396468780
23296,DAWAKHANA,CLINIC,PRIVATE,SABRI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08440476570,72.66228891020
23297,DAWAKHANA,CLINIC,PRIVATE,MATAB AZEEM DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08817416800,72.66777447370
23298,DAWAKHANA,CLINIC,PRIVATE,HAMDARD DAWAKHANA AGENCY,SARGODHA,SARGODHA,PUNJAB,32.08674422890,72.66439810650
23299,DAWAKHANA,CLINIC,PRIVATE,MATAB DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08669821710,72.66436194180
23300,DAWAKHANA,CLINIC,PRIVATE,SIDDIQ CHINIOTI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08646491540,72.66375284310
23301,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,MATAB HAKEEM MOHAMMAD YOUSAF,SARGODHA,SARGODHA,PUNJAB,32.08732652360,72.66417171320
23302,DAWAKHANA,CLINIC,PRIVATE,HAKEEM DARVESH BAWA,SARGODHA,SARGODHA,PUNJAB,32.08429814580,72.66093164530
23303,DAWAKHANA,CLINIC,PRIVATE,YOUSAF DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08737858090,72.66339222020
23304,OPTICS,MEDICAL SERVICES,PRIVATE,ZAHEER LASER EYE CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08145489700,72.68615496060
23305,GENERAL PHYSICIAN,CLINIC,PRIVATE,GERMAN HEALTH CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08604215840,72.65956425920
23306,DAWAKHANA,CLINIC,PRIVATE,KHAYAL DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08114425280,72.65693286170
23307,DAWAKHANA,CLINIC,PRIVATE,DAWAKHANA HAKEEM TEHSEEN,SARGODHA,SARGODHA,PUNJAB,32.08658285640,72.65928281080
23308,DAWAKHANA,CLINIC,PRIVATE,REHMAN DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08851401270,72.66085569280
23309,DAWAKHANA,CLINIC,PRIVATE,INQLABI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.09069906470,72.66414044500
23310,DAWAKHANA,CLINIC,PRIVATE,MADINA DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08990838360,72.66227187050
23311,HOMEOPATHIC,CLINIC,PRIVATE,ITTEFAQ HOMEOPATHIC STORE,SARGODHA,SARGODHA,PUNJAB,32.08503225700,72.68936766940
23312,DAWAKHANA,CLINIC,PRIVATE,BABAR QADEEMI DAWAKHANA & PINSAR,SARGODHA,SARGODHA,PUNJAB,32.06664769130,72.68879010120
23313,DAWAKHANA,CLINIC,PRIVATE,RASHID DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08862443140,72.69195912250
23314,DAWAKHANA,CLINIC,PRIVATE,AWAMI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.08327660420,72.69649427100
23315,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,MADINA-TUL-HIKMAT MEDICAL CENTRE,SARGODHA,SARGODHA,PUNJAB,32.08100341030,72.69723815190
23316,HOMEOPATHIC,CLINIC,PRIVATE,UMER HOMEOPATHIC STORE,SARGODHA,SARGODHA,PUNJAB,32.07725625230,72.69839739830
23317,DAWAKHANA,CLINIC,PRIVATE,HAFIZ DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.07721979890,72.69841119730
23318,DAWAKHANA,CLINIC,PRIVATE,SHIFA KHANA HAJI HAKEEM UMER DIN HOSHIARPURI,SARGODHA,SARGODHA,PUNJAB,32.07543733390,72.69900457810
23319,CLINICAL LABORATORIES,MEDICAL SERVICES,PRIVATE,ABDULLAH MATERNITY CENTRE & CLINICAL LAB,SARGODHA,SARGODHA,PUNJAB,32.07308840640,72.70228934380
23320,DAWAKHANA,CLINIC,PRIVATE,DAWAKHANA HAKEEM NIZAM JAN,SARGODHA,SARGODHA,PUNJAB,32.06788967880,72.70345483830
23321,DAWAKHANA,CLINIC,PRIVATE,DAWAKHANA MATAB AL-SAUDIA TIBI FOUNDATION,SARGODHA,SARGODHA,PUNJAB,32.06981370190,72.70595416330
23322,DAWAKHANA,CLINIC,PRIVATE,MIAN JI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.06906462500,72.70716708170
23323,DAWAKHANA,CLINIC,PRIVATE,SHAKIR SABRI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.07065713300,72.70875901630
23324,OPTICS,MEDICAL SERVICES,PRIVATE,CENTRAL EYE CARE,SARGODHA,SARGODHA,PUNJAB,32.06066288190,72.70454415580
23325,DAWAKHANA,CLINIC,PRIVATE,MADNI UNANI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.06102541500,72.70605594410
23326,DAWAKHANA,CLINIC,PRIVATE,CHOHAN DAWAKHANA & PANSAR STORE,SARGODHA,SARGODHA,PUNJAB,32.06130171830,72.70686141770
23327,DAWAKHANA,CLINIC,PRIVATE,CHURAHI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.06175244890,72.70730468470
23328,DAWAKHANA,CLINIC,PRIVATE,JAVED DESI DAWAKHANA,SARGODHA,SARGODHA,PUNJAB,32.06506842460,72.71027465180
23329,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK 92,SARGODHA,SARGODHA,PUNJAB,32.06701021980,72.53057644680
23330,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,FREE DISPENSARY,SARGODHA,SARGODHA,PUNJAB,32.06696117850,72.64480515950
23331,GENERAL PHYSICIAN,CLINIC,PRIVATE,KHALID JAMIL MEDICAL CENTRE,SARGODHA,SARGODHA,PUNJAB,31.86603275630,72.78145597760
23332,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.85/SB,SARGODHA,SARGODHA,PUNJAB,32.06699938760,72.78145573580
23333,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.83 SB,SARGODHA,SARGODHA,PUNJAB,32.06343782290,72.82406434860
23334,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC CHAK NO.43/SB,SARGODHA,SARGODHA,PUNJAB,31.89442235630,72.84574263220
23335,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.101/SB,SARGODHA,SARGODHA,PUNJAB,31.97027411240,72.76129150520
23336,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK.NO.100/SB,SARGODHA,SARGODHA,PUNJAB,31.96950412330,72.77847846500
23337,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO 103 SB,SARGODHA,SARGODHA,PUNJAB,31.97611415710,72.74138188590
23338,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU ASIAN WALA,SARGODHA,SARGODHA,PUNJAB,31.98746999620,72.76385261400
23339,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.99/NB,SARGODHA,SARGODHA,PUNJAB,31.95590103640,72.63491405890
23340,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC CHAK NO.98/NB,SARGODHA,SARGODHA,PUNJAB,31.97752975160,72.64367760210
23341,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.98/SB,SARGODHA,SARGODHA,PUNJAB,31.96263965530,72.81514126690
23342,RURAL HEALTH CENTER,RHC,GOVERNMENT,RHC CHAK NO. 90/SB,SARGODHA,SARGODHA,PUNJAB,31.98493874720,72.83398972760
23343,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 30/NB,SARGODHA,SARGODHA,PUNJAB,32.14585064800,72.78722067110
23344,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.26 SB,SARGODHA,SARGODHA,PUNJAB,32.01195414400,72.90030851650
23345,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 28/SB,SARGODHA,SARGODHA,PUNJAB,31.99922830550,72.87852388880
23346,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LALU WALI,SARGODHA,SARGODHA,PUNJAB,32.01180080460,72.93460251120
23347,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LUQMAN,SARGODHA,SARGODHA,PUNJAB,32.04178610950,73.01593333540
23348,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU KALRA,SHAHPUR,SARGODHA,PUNJAB,32.28569201080,72.66611066970
23349,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU MOCHIWAL,SHAHPUR,SARGODHA,PUNJAB,32.06110690860,72.35619665870
23350,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU GHANGWAL,SHAHPUR,SARGODHA,PUNJAB,32.39002926300,72.66776101990
23351,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU KALRA,SHAHPUR,SARGODHA,PUNJAB,32.32947153100,72.63506793340
23352,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU KOT BHAI KHAN,SHAHPUR,SARGODHA,PUNJAB,32.34249951590,72.58111975610
23353,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU VIJH,SHAHPUR,SARGODHA,PUNJAB,32.06883570630,72.44040004450
23354,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC CHAK NO.127 SB,SILLANWALI,SARGODHA,PUNJAB,31.87988284800,72.62932705680
23355,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC CHAK NO. 64 SB,SILLANWALI,SARGODHA,PUNJAB,31.81043584800,72.64275296600
23356,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 50/SB,SILLANWALI,SARGODHA,PUNJAB,31.83010069630,72.66325238870
23357,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO.60/SB,SILLANWALI,SARGODHA,PUNJAB,31.83556300310,72.71663549450
23358,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,KHALID MEDICAL STORE,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.66207100000,74.13760900000
23359,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LUBAN WALA,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.73111073430,74.43000523490
23360,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU MARRAR CHAK 42,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.70832374000,74.30688756610
23361,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU MARRAR CHAK 45,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.73909764050,74.28262879330
23362,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU SHARAKPUR KHURD,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.63101655360,74.23908618870
23363,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC MISSEN,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.66604736560,74.21013118270
23364,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU MANDIALA CHAK NO 20,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.66111321720,74.16413967500
23365,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,KALLAH DISPENSARY,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.66453976970,74.10665752810
23366,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-RAZA MEDICAL STORE,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.62337782220,74.23583108260
23367,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,GILLANI MEDICAL STORE,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.57190684940,74.19624792220
23368,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ZAFAR MEDICAL STORE,FEROZEWALA,SHEIKHUPURA,PUNJAB,31.57149568530,74.19589323590
23369,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,TARIQ MEDICAL CENTRE & MATERNITY HOME,MURIDKE,SHEIKHUPURA,PUNJAB,31.79842400000,74.25556400000
23370,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,HATCHER DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,32.04270297730,74.58702316910
23371,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,HAMID PUR DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,32.02430939770,74.55738676630
23372,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU NAWAN PIND,MURIDKE,SHEIKHUPURA,PUNJAB,32.00054997430,74.55847344540
23373,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,MALIK PUR DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.95540635460,74.64790664080
23374,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,MIRO WAL DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.93549119310,74.63567851630
23375,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,MURADPUR DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.95315973900,74.49313280370
23376,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC BHUNDRY,MURIDKE,SHEIKHUPURA,PUNJAB,31.93507674350,74.43808106950
23377,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU JANDIALA KALSAN,MURIDKE,SHEIKHUPURA,PUNJAB,31.84895275740,74.55042000910
23378,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU PINDORIAN,MURIDKE,SHEIKHUPURA,PUNJAB,31.90449991750,74.44527445740
23379,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU DODAY,MURIDKE,SHEIKHUPURA,PUNJAB,31.78528117050,74.48937603570
23380,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,DALA WAHGA DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.88285520370,74.38600847690
23381,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,PAKHIALA DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.76247170310,74.43587621570
23382,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LAMBRAY,MURIDKE,SHEIKHUPURA,PUNJAB,31.81993026270,74.36310629640
23383,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,CHAURA RAJPUTAN DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.86086450460,74.30993687130
23384,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,TAPIALA DOST MOHD DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.88504550040,74.31717034050
23385,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU NANGAL KASWAL,MURIDKE,SHEIKHUPURA,PUNJAB,31.81614769440,74.29712468680
23386,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU NUNGAL SAHDAN,MURIDKE,SHEIKHUPURA,PUNJAB,31.83818272440,74.26992886990
23387,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,NANGAL SAHDAN DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.84067429110,74.26781821610
23388,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU PAKHRI WALA,MURIDKE,SHEIKHUPURA,PUNJAB,31.81841219370,74.22487052840
23389,TEHSIL HEADQUARTER HOSPITAL,THQ,GOVERNMENT,THQ HOSPITAL MURIDKE,MURIDKE,SHEIKHUPURA,PUNJAB,31.80319716840,74.26178036500
23390,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,JOYANWALA DISPENSARY,MURIDKE,SHEIKHUPURA,PUNJAB,31.79378742900,74.12164521630
23391,RURAL HEALTH CENTER,RHC,GOVERNMENT,RHC KALA SHAH KAKU,MURIDKE,SHEIKHUPURA,PUNJAB,31.73943627210,74.26349337920
23392,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC NOON,MURIDKE,SHEIKHUPURA,PUNJAB,31.74815596660,74.24042261310
23393,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 34,MURIDKE,SHEIKHUPURA,PUNJAB,31.76528944690,74.22524817640
23394,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU BHIAN WALA,MURIDKE,SHEIKHUPURA,PUNJAB,31.77342894210,74.21216317230
23395,SUB-HEALTH CENTER,SHC,GOVERNMENT,SHC CHAK NO.33,MURIDKE,SHEIKHUPURA,PUNJAB,31.76482018210,74.19366022570
23396,GENERAL PHYSICIAN,CLINIC,PRIVATE,MEDICAL CLINIC,MURIDKE,SHEIKHUPURA,PUNJAB,31.76110890490,74.43672522820
23397,GENERAL PHYSICIAN,CLINIC,PRIVATE,ABID MEDICAL CENTRE,MURIDKE,SHEIKHUPURA,PUNJAB,31.81540671840,74.26744895400
23398,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,NEW AL-MUMTAZ MEDICAL STORE,MURIDKE,SHEIKHUPURA,PUNJAB,31.80338525740,74.25389031910
23399,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,SUGHRAH MATERNITY HOME,MURIDKE,SHEIKHUPURA,PUNJAB,31.79864666300,74.25549717340
23400,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SHER E RUBBANI MEDICAL STORE,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.54165400000,74.15941000000
23401,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU THATTA BHATIAN,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.46350858580,73.99561114580
23402,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU KOT MEHMOOD,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.45675688740,74.06322902510
23403,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 13 RANDHIR,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.52888603510,74.00935025850
23404,RURAL HEALTH CENTER,RHC,GOVERNMENT,RHC KHARIAN WALA,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.55476954620,73.99737485540
23405,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU CHAK NO. 17 KARYAL,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.59396508730,74.07741180070
23406,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU RATTI TIBBI,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.46660700040,74.10096368120
23407,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,SHARAQ PUR SHARIF MATERNAL & CHILD HEALTH CENTRE,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.46427734330,74.10113052300
23408,RURAL HEALTH CENTER,RHC,GOVERNMENT,RHC SHARAQ PUR SHARIF,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.47912560430,74.09352109820
23409,BASIC HEALTH UNIT,BHU,GOVERNMENT,BHU LAIR CHAK-119,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.50737920820,74.05082500500
23410,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,ROHRA DISPENSARY,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.52537475250,74.05880264010
23411,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ATIQ MEDICAL STORE,SHARAK PUR,SHEIKHUPURA,PUNJAB,31.45258681640,74.07164368330
23412,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,SHIFA MATERNITY HOME,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.70547800000,74.00147100000
23413,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,WAQAR MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.86327100000,73.86030800000
23414,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BISMILLAH MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.86181200000,73.86196300000
23415,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BABIR MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.86142600000,73.86292600000
23416,VETERINARY,CLINIC,PRIVATE,HAFIZ VETERINARY MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.62508500000,73.91357600000
23417,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,IMRAN ASGHAR MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.62677500000,73.91562400000
23418,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,WAQAS MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.65484200000,73.93280400000
23419,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SHEHZAD MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.73164400000,73.90292100000
23420,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,YAQOOB MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.67775500000,73.95476300000
23421,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.65521000000,73.93266400000
23422,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,NATIONAL MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.71412400000,73.99615900000
23423,CLINICAL LABORATORIES,MEDICAL SERVICES,PRIVATE,ITTEHAD LAB & MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.71257800000,73.97947900000
23424,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,CENTRAL CITY MEDICAL STORE,SHEIKHUPURA,SHEIKHUPURA,PUNJAB,31.71267700000,73.97902000000
