UID,Category,Sub_Cat,Gov_Pvt,Facility,Admin 3,Admin 2,Admin 1,Latitude,Longitude,Facility Type
22700-fac2,Basic Health Unit,Bhu,Government,Gajiana Nou,Safdarabad,Nankana Sahib,Punjab,31.76724425,73.72609825,Bhu
22701-fac2,Rural Health Center,Rhc,Government,Khanqah Dogran,Safdarabad,Nankana Sahib,Punjab,31.8316631,73.62297197,Rhc
22702-fac2,Basic Health Unit,Bhu,Government,Burala,Shah Kot,Nankana Sahib,Punjab,31.5448643,73.52925377,Bhu
22703-fac2,Rural Health Center,Rhc,Government,Shah Kot,Shah Kot,Nankana Sahib,Punjab,31.56688593,73.48364279,Rhc
22704-fac2,Basic Health Unit,Bhu,Government,Nathu Wala,Shah Kot,Nankana Sahib,Punjab,31.56588531,73.57758867,Bhu
22705-fac2,Basic Health Unit,Bhu,Government,Panwan,Shah Kot,Nankana Sahib,Punjab,31.59227511,73.59843821,Bhu
22706-fac2,Sub-Health Center,Shc,Government,Shc Nazam Pura,Shah Kot,Nankana Sahib,Punjab,31.61756557,73.50081222,x
22707-fac2,Sub-Health Center,Shc,Government,Shc Kotla Kahloan,Shah Kot,Nankana Sahib,Punjab,31.59866562,73.55601556,x
22715-fac2,Basic Health Unit,Bhu,Government,Baddo Malli,Shangla Hill,Nankana Sahib,Punjab,31.75706036,73.38711379,Bhu
22716-fac2,Basic Health Unit,Bhu,Government,Nizam Pura Dhacca,Shangla Hill,Nankana Sahib,Punjab,31.63554076,73.50992868,Bhu
22717-fac2,Basic Health Unit,Bhu,Government,Burj Atari Village,Shangla Hill,Nankana Sahib,Punjab,31.66320986,73.39664918,Bhu
22718-fac2,Rural Health Center,Rhc,Government,Sangla Hill,Shangla Hill,Nankana Sahib,Punjab,31.71550858,73.37485816,Rhc
22719-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Sangla Hill,Shangla Hill,Nankana Sahib,Punjab,31.71615815,73.38497636,x
22721-fac2,Basic Health Unit,Bhu,Government,Mar Balochan,Shangla Hill,Nankana Sahib,Punjab,31.78162613,73.43565814,Bhu
22722-fac2,Sub-Health Center,Shc,Government,Shc Moman,Shangla Hill,Nankana Sahib,Punjab,31.72581945,73.47520155,x
22724-fac2,Sub-Health Center,Shc,Government,Shc Pejowali,Narowal,Narowal,Punjab,32.05115718,74.81461463,x
22725-fac2,Sub-Health Center,Shc,Government,Shc Darianwala,Narowal,Narowal,Punjab,32.03143133,74.78209555,x
22726-fac2,Sub-Health Center,Shc,Government,Shc Bathanwala,Narowal,Narowal,Punjab,31.96719113,74.69806854,x
22727-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital Narowal,Narowal,Narowal,Punjab,31.97315054,74.69366509,x
22728-fac2,Basic Health Unit,Bhu,Government,Chandowal,Narowal,Narowal,Punjab,32.06755117,74.65007223,Bhu
22729-fac2,Basic Health Unit,Bhu,Government,Dadhora,Narowal,Narowal,Punjab,32.0461905,74.73085865,Bhu
22730-fac2,Basic Health Unit,Bhu,Government,Pakkoke,Narowal,Narowal,Punjab,32.11751318,74.7650762,Bhu
22731-fac2,Basic Health Unit,Bhu,Government,Gangoor,Narowal,Narowal,Punjab,32.1442127,74.74611538,Bhu
22733-fac2,Basic Health Unit,Bhu,Government,Manak,Narowal,Narowal,Punjab,32.10842108,74.84198985,Bhu
22734-fac2,Basic Health Unit,Bhu,Government,Khan Khasa,Narowal,Narowal,Punjab,32.15150856,74.79735925,Bhu
22735-fac2,Rural Health Center,Rhc,Government,Qila Soba Singh,Narowal,Narowal,Punjab,32.2299048,74.76510301,Rhc
22736-fac2,Basic Health Unit,Bhu,Government,Mado Kahlwan,Narowal,Narowal,Punjab,32.16933601,74.9370322,Bhu
22737-fac2,Sub-Health Center,Shc,Government,Shc Ladhewala,Narowal,Narowal,Punjab,32.16961365,74.94938626,x
22744-fac2,Basic Health Unit,Bhu,Government,Chak Amru,Shakargarh,Narowal,Punjab,32.37324711,75.17665245,Bhu
22745-fac2,Basic Health Unit,Bhu,Government,Ikhlaspur,Shakargarh,Narowal,Punjab,32.26292262,75.31674843,Bhu
22746-fac2,Sub-Health Center,Shc,Government,Shc Bheri Khurd,Shakargarh,Narowal,Punjab,32.25012136,75.28362954,x
22747-fac2,Basic Health Unit,Bhu,Government,Lalian,Shakargarh,Narowal,Punjab,32.23475244,75.24628935,Bhu
22748-fac2,Sub-Health Center,Shc,Government,Shc Chahal,Shakargarh,Narowal,Punjab,32.23792424,75.2619946,x
22749-fac2,Rural Health Center,Rhc,Government,Kot Nainan,Shakargarh,Narowal,Punjab,32.18306302,75.24988457,Rhc
22750-fac2,Sub-Health Center,Shc,Government,Shc Bheko Chak,Shakargarh,Narowal,Punjab,32.14731094,75.19768768,x
22751-fac2,Basic Health Unit,Bhu,Government,Wali Pur Bora,Shakargarh,Narowal,Punjab,32.13784579,75.13367063,Bhu
22752-fac2,Basic Health Unit,Bhu,Government,Malik Pur,Shakargarh,Narowal,Punjab,32.2012377,75.20012107,Bhu
22753-fac2,Basic Health Unit,Bhu,Government,Fateh Pur Afghanan,Shakargarh,Narowal,Punjab,32.20101227,75.16343004,Bhu
22754-fac2,Basic Health Unit,Bhu,Government,Mir Pur Gujran,Shakargarh,Narowal,Punjab,32.18206683,75.10837882,Bhu
22756-fac2,Tb,Medical Facilities,Government,Shakargarh Tb Clinic,Shakargarh,Narowal,Punjab,32.26645439,75.17026683,x
22757-fac2,Basic Health Unit,Bhu,Government,Dera Afghanan,Shakargarh,Narowal,Punjab,32.09776934,75.03985145,Bhu
22758-fac2,Basic Health Unit,Bhu,Government,Kanjroor,Shakargarh,Narowal,Punjab,32.14952768,74.99932459,Bhu
22759-fac2,Basic Health Unit,Bhu,Government,Mallah,Shakargarh,Narowal,Punjab,32.18640786,75.0115468,Bhu
22760-fac2,Basic Health Unit,Bhu,Government,Bua,Shakargarh,Narowal,Punjab,32.19980418,75.06898047,Bhu
22761-fac2,Basic Health Unit,Bhu,Government,Gumtala,Shakargarh,Narowal,Punjab,32.23430602,75.06819554,Bhu
22762-fac2,Basic Health Unit,Bhu,Government,Babral,Shakargarh,Narowal,Punjab,32.23196047,75.03662698,Bhu
22763-fac2,Basic Health Unit,Bhu,Government,Rambri,Shakargarh,Narowal,Punjab,32.31651268,75.03640143,Bhu
22764-fac2,Basic Health Unit,Bhu,Government,Raiba Kalan,Shakargarh,Narowal,Punjab,32.28281892,75.11649607,Bhu
22767-fac2,Sub-Health Center,Shc,Government,Shc Nagwal,Zafarwal,Narowal,Punjab,32.4163566,75.06841612,x
22768-fac2,Sub-Health Center,Shc,Government,Shc Lala,Zafarwal,Narowal,Punjab,32.25119815,74.79743026,x
22769-fac2,Basic Health Unit,Bhu,Government,Darman,Zafarwal,Narowal,Punjab,32.40297543,75.00112643,Bhu
22770-fac2,Basic Health Unit,Bhu,Government,Rupo Chak,Zafarwal,Narowal,Punjab,32.38314648,74.95202336,Bhu
22771-fac2,Basic Health Unit,Bhu,Government,Nonar,Zafarwal,Narowal,Punjab,32.21641591,74.846834,Bhu
22772-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Zafarwal,Zafarwal,Narowal,Punjab,32.34398238,74.90238937,x
22773-fac2,Rural Health Center,Rhc,Government,Zafarwal,Zafarwal,Narowal,Punjab,32.35612616,74.90045848,Rhc
22775-fac2,Basic Health Unit,Bhu,Government,Dhamthal,Zafarwal,Narowal,Punjab,32.26841837,74.89931812,Bhu
22776-fac2,Basic Health Unit,Bhu,Government,Sarjal,Zafarwal,Narowal,Punjab,32.26491245,74.9422469,Bhu
22777-fac2,Rural Health Center,Rhc,Government,Sankhatra,Zafarwal,Narowal,Punjab,32.23044593,74.9185816,Rhc
22778-fac2,Sub-Health Center,Shc,Government,Shc Ainowali,Zafarwal,Narowal,Punjab,32.21814715,74.95035371,x
22779-fac2,Basic Health Unit,Bhu,Government,Pindi Porbian,Zafarwal,Narowal,Punjab,32.31602193,74.98442696,Bhu
22780-fac2,Basic Health Unit,Bhu,Government,Jandiala,Zafarwal,Narowal,Punjab,32.42575461,74.95692652,Bhu
22783-fac2,Basic Health Unit,Bhu,Government,Ratta Khana,Depalpur,Okara,Punjab,30.73086294,73.69619366,Bhu
22784-fac2,Rural Health Center,Rhc,Government,Basirpur Okara,Depalpur,Okara,Punjab,30.58348765,73.83343725,Rhc
22789-fac2,Basic Health Unit,Bhu,Government,Sodhiwala Hira Singh,Depalpur,Okara,Punjab,30.6481258,74.02614739,Bhu
22790-fac2,Basic Health Unit,Bhu,Government,Gul Sher,Depalpur,Okara,Punjab,30.60899503,73.92465179,Bhu
22791-fac2,Basic Health Unit,Bhu,Government,Wasawewala,Depalpur,Okara,Punjab,30.46752754,73.66988628,Bhu
22792-fac2,Veterinary,Clinic,Government,Govt. Veterinary Hospital,Depalpur,Okara,Punjab,30.5808233,73.83864921,x
22793-fac2,Veterinary,Clinic,Government,Civil Veterinary Hospital,Depalpur,Okara,Punjab,30.66297038,73.66740791,x
22797-fac2,General Hospitals,Medical Facilities,Government,Muhammadi Free Hospital,Okara,Okara,Punjab,30.81803896,73.46750081,x
22800-fac2,Basic Health Unit,Bhu,Government,Chak,Okara,Okara,Punjab,30.79423975,73.45959831,Bhu
22806-fac2,Basic Health Unit,Bhu,Government,Hotiana,Arifwala,Pakpattan,Punjab,30.1827336,73.20774297,Bhu
22813-fac2,Basic Health Unit,Bhu,Government,Chak 86Eb Rd,Arifwala,Pakpattan,Punjab,30.38391123,72.85703037,Bhu
22814-fac2,Basic Health Unit,Bhu,Government,Chak 66Eb Punjab Pakistan,Arifwala,Pakpattan,Punjab,30.38140733,72.90314953,Bhu
22815-fac2,Basic Health Unit,Bhu,Government,Chak 34Eb,Arifwala,Pakpattan,Punjab,30.37022327,73.0441824,Bhu
22816-fac2,Basic Health Unit,Bhu,Government,Chak 149Eb,Arifwala,Pakpattan,Punjab,30.34400712,73.04198217,Bhu
22817-fac2,Basic Health Unit,Bhu,Government,Chak 51Eb,Arifwala,Pakpattan,Punjab,30.33319571,73.12678676,Bhu
22818-fac2,Basic Health Unit,Bhu,Government,Chak 75Eb Arifwala,Arifwala,Pakpattan,Punjab,30.24726997,73.06822852,Bhu
22819-fac2,Rural Health Center,Rhc,Government,Hospital Rd Qabul,Arifwala,Pakpattan,Punjab,30.1779792,73.05716629,Rhc
22823-fac2,Basic Health Unit,Bhu,Government,Tibbi Lal Baig,Arifwala,Pakpattan,Punjab,30.11441578,73.08221895,Bhu
22824-fac2,Basic Health Unit,Bhu,Government,Noora Rath,Arifwala,Pakpattan,Punjab,30.15152091,73.16368491,Bhu
22825-fac2,Basic Health Unit,Bhu,Government,Kalyana,Arifwala,Pakpattan,Punjab,30.25767975,73.23000591,Bhu
22826-fac2,Basic Health Unit,Bhu,Government,Kot Rehmat Shah (Azmat),Arifwala,Pakpattan,Punjab,30.31574775,73.24306118,Bhu
22827-fac2,Basic Health Unit,Bhu,Government,Kot Hera Singh,Arifwala,Pakpattan,Punjab,30.33392404,73.21640493,Bhu
22828-fac2,Basic Health Unit,Bhu,Government,Pir Sadardin,Arifwala,Pakpattan,Punjab,30.28169217,73.18367937,Bhu
22829-fac2,Basic Health Unit,Bhu,Government,Jeewan Shah,Arifwala,Pakpattan,Punjab,30.33253119,73.15145413,Bhu
22830-fac2,Basic Health Unit,Bhu,Government,Chak No. 62/Sp,Arifwala,Pakpattan,Punjab,30.40084559,72.94339227,Bhu
22831-fac2,Basic Health Unit,Bhu,Government,Chak 148 Eb,Arifwala,Pakpattan,Punjab,30.37593244,72.99276189,Bhu
22832-fac2,Basic Health Unit,Bhu,Government,Chak No. 72/D,Arifwala,Pakpattan,Punjab,30.34522436,72.9417963,Bhu
22833-fac2,Basic Health Unit,Bhu,Government,Chak No.351/Eb,Arifwala,Pakpattan,Punjab,30.3223491,72.95004386,Bhu
22834-fac2,Basic Health Unit,Bhu,Government,Chak No.129/Eb,Arifwala,Pakpattan,Punjab,30.1401992,72.95351614,Bhu
22835-fac2,Sub-Health Center,Shc,Government,Shc Chak No 123/E.B,Arifwala,Pakpattan,Punjab,30.15175191,72.97665214,x
22836-fac2,Rural Health Center,Rhc,Government,Chak No.163/Eb,Arifwala,Pakpattan,Punjab,30.26913234,73.0198148,Rhc
22846-fac2,Rural Health Center,Rhc,Government,Sahiwal-Pakpattan Rd Adda Noorpur Chak 93D,Pak Pattan,Pakpattan,Punjab,30.48875164,73.23934824,Rhc
22847-fac2,Rural Health Center,Rhc,Government,Sahiwal-Pakpattan Rd Chak 29-Sp,Pak Pattan,Pakpattan,Punjab,30.40444888,73.32871582,Rhc
22849-fac2,Basic Health Unit,Bhu,Government,Warseen,Pak Pattan,Pakpattan,Punjab,30.26432373,73.28530355,Bhu
22850-fac2,Basic Health Unit,Bhu,Government,Pacca Sidhar,Pak Pattan,Pakpattan,Punjab,30.33553323,73.28230943,Bhu
22851-fac2,Rural Health Center,Rhc,Government,Malka Hans,Pak Pattan,Pakpattan,Punjab,30.41935324,73.27855872,Rhc
22852-fac2,Sub-Health Center,Shc,Government,Shc Chak No.57/D,Pak Pattan,Pakpattan,Punjab,30.44965693,73.30122312,x
22853-fac2,Basic Health Unit,Bhu,Government,Tiwana Kalan,Pak Pattan,Pakpattan,Punjab,30.50570637,73.42187429,Bhu
22854-fac2,Rural Health Center,Rhc,Government,Bunga Hayat,Pak Pattan,Pakpattan,Punjab,30.498572,73.51411386,Rhc
22855-fac2,Sub-Health Center,Shc,Government,Shc Chak Bedi,Pak Pattan,Pakpattan,Punjab,30.4840538,73.50045579,x
22856-fac2,Basic Health Unit,Bhu,Government,Chak No 22/Eb,Pak Pattan,Pakpattan,Punjab,30.42846271,73.46163999,Bhu
22857-fac2,Basic Health Unit,Bhu,Government,Chak No. 15/Kb,Pak Pattan,Pakpattan,Punjab,30.36561806,73.465701,Bhu
22858-fac2,Basic Health Unit,Bhu,Government,Kumhariwala,Pak Pattan,Pakpattan,Punjab,30.37861615,73.4972142,Bhu
22859-fac2,Basic Health Unit,Bhu,Government,Chak No. 16/Eb,Pak Pattan,Pakpattan,Punjab,30.36764418,73.41913134,Bhu
22860-fac2,Rural Health Center,Rhc,Government,Rural Hospital Boyal Gang,Pak Pattan,Pakpattan,Punjab,30.46525281,73.562242,x
22861-fac2,Basic Health Unit,Bhu,Government,Chak No. 19/Sp,Pak Pattan,Pakpattan,Punjab,30.37711806,73.37630992,Bhu
22862-fac2,Basic Health Unit,Bhu,Government,Chak No. 21/Eb,Pak Pattan,Pakpattan,Punjab,30.43383304,73.48738443,Bhu
22863-fac2,Basic Health Unit,Bhu,Government,Chak No. 11/Sp,Pak Pattan,Pakpattan,Punjab,30.4034323,73.53992563,Bhu
22864-fac2,Basic Health Unit,Bhu,Government,Mousawal,Pak Pattan,Pakpattan,Punjab,30.39460137,73.52583913,Bhu
22865-fac2,Basic Health Unit,Bhu,Government,Chak No. 23/Sp,Pak Pattan,Pakpattan,Punjab,30.44888454,73.47931742,Bhu
22866-fac2,District Headquarter Hospital,Dhq,Government,Dhq Pakpattan,Pak Pattan,Pakpattan,Punjab,30.34870604,73.38377809,x
22867-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Nawan Kot,Khan Pur,Rahim Yar Khan,Punjab,28.79987615,70.67191149,x
22872-fac2,Basic Health Unit,Bhu,Government,Chachran Sharif,Khan Pur,Rahim Yar Khan,Punjab,28.87553582,70.46020744,Bhu
22873-fac2,Basic Health Unit,Bhu,Government,Sahja,Khan Pur,Rahim Yar Khan,Punjab,28.59314704,70.56799051,Bhu
22879-fac2,Rural Health Center,Rhc,Government,Chak Abbas,Rahim Yar Khan,Rahim Yar Khan,Punjab,28.51498904,70.3106466,Rhc
22880-fac2,Rural Health Center,Rhc,Government,Zahir Pir,Rahim Yar Khan,Rahim Yar Khan,Punjab,28.81189599,70.51116932,Rhc
22884-fac2,Dispensary,Medical Facilities,Government,Chak 79P Dispensary,Rahim Yar Khan,Rahim Yar Khan,Punjab,28.46531836,70.40074121,x
22885-fac2,Rural Health Center,Rhc,Government,Trinda Sawaya Khan,Rahim Yar Khan,Rahim Yar Khan,Punjab,28.48713291,70.39678402,Rhc
22886-fac2,Rural Health Center,Rhc,Government,Jamaldin Wali,Sadiqabad,Rahim Yar Khan,Punjab,28.51342562,70.04929755,Rhc
22892-fac2,Mch Centre,Mch,Government,Mch Centre Zakria Garden Housing Society,Sadiqabad,Rahim Yar Khan,Punjab,28.29049257,70.1337116,x
22896-fac2,Basic Health Unit,Bhu,Government,Jampur,Jampur,Rajanpur,Punjab,29.6317743,70.60343805,Bhu
22897-fac2,Rural Health Center,Rhc,Government,Dajal,Jampur,Rajanpur,Punjab,29.5591601,70.36323431,Rhc
22911-fac2,Veterinary,Clinic,Government,Govt. Veterinary Hospital Muhammadpur,Jampur,Rajanpur,Punjab,29.47087084,70.50793245,x
22914-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Jampur,Jampur,Rajanpur,Punjab,29.63172467,70.57179883,x
22925-fac2,Basic Health Unit,Bhu,Government,Bungla Ichha,Rojhan,Rajanpur,Punjab,28.54154041,70.04699417,Bhu
22927-fac2,Veterinary,Clinic,Government,Civil Veterinary Hospital Daultala,Gujar Khan,Rawalpindi,Punjab,33.18893477,73.14288705,x
22934-fac2,Basic Health Unit,Bhu,Government,Sukho,Gujar Khan,Rawalpindi,Punjab,33.24824069,73.17640204,Bhu
22960-fac2,Basic Health Unit,Bhu,Government,Chauhan,Rawalpindi,Rawalpindi,Punjab,33.418928,72.87950316,Bhu
22985-fac2,General Hospitals,Medical Facilities,Government,Benazir Bhutto Hospital Murree Road,Rawalpindi,Rawalpindi,Punjab,33.62808525,73.07102826,x
23002-fac2,Blood Bank,Medical Services,Government,Afit Rawalpindi,Rawalpindi,Rawalpindi,Punjab,33.59278866,73.04225629,x
23123-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Khanpur,Taxila,Rawalpindi,Punjab,33.74604729,72.81730515,x
23130-fac2,General Hospitals,Medical Facilities,Government,Budho Hospital,Taxila,Rawalpindi,Punjab,33.8028266,72.76990463,x
23132-fac2,Dispensary,Medical Facilities,Government,Ward No 18 Dispensary,Chichawatni,Sahiwal,Punjab,30.52810358,72.6819208,x
23143-fac2,Basic Health Unit,Bhu,Government,71/5-L Pakka Khoh,Sahiwal,Sahiwal,Punjab,30.62292516,73.22549259,Bhu
23146-fac2,Rural Health Center,Rhc,Government,112/9-L,Sahiwal,Sahiwal,Punjab,30.51729568,73.10596001,Rhc
23147-fac2,Veterinary,Clinic,Government,Govt. Veterinary Hospital,Sahiwal,Sahiwal,Punjab,30.65936075,73.10853025,x
23149-fac2,Basic Health Unit,Bhu,Government,78/5-L,Sahiwal,Sahiwal,Punjab,30.58397464,73.19455478,Bhu
23150-fac2,Basic Health Unit,Bhu,Government,Chak 73/5-L,Sahiwal,Sahiwal,Punjab,30.60997676,73.2461574,Bhu
23151-fac2,Basic Health Unit,Bhu,Government,Qutab Shahana,Sahiwal,Sahiwal,Punjab,30.79278641,73.05796161,Bhu
23152-fac2,Basic Health Unit,Bhu,Government,59/5-L,Sahiwal,Sahiwal,Punjab,30.64877584,73.27789646,Bhu
23191-fac2,Dispensary,Medical Facilities,Government,Jaffar Qureshi Memorial Free Dispensary,Sahiwal,Sahiwal,Punjab,30.59604536,73.13434529,x
23192-fac2,Basic Health Unit,Bhu,Government,Chak 112-9L,Sahiwal,Sahiwal,Punjab,30.54574815,73.12064094,Bhu
23193-fac2,Basic Health Unit,Bhu,Government,71/5-L,Sahiwal,Sahiwal,Punjab,30.62833188,73.22397633,Bhu
23194-fac2,Basic Health Unit,Bhu,Government,Borjawe Bazar,Sahiwal,Sahiwal,Punjab,30.87718112,73.281445,Bhu
23195-fac2,Veterinary,Clinic,Government,Civil Veterinary Dispensary,Sahiwal,Sahiwal,Punjab,30.56516689,73.16908602,x
23196-fac2,Veterinary,Clinic,Government,Civil Veterinary Dispensary,Sahiwal,Sahiwal,Punjab,30.47735227,73.05895624,x
23217-fac2,Basic Health Unit,Bhu,Government,Hathi Wind,Bhalwal,Sargodha,Punjab,32.39104213,72.90380046,Bhu
23218-fac2,Basic Health Unit,Bhu,Government,Miani,Bhalwal,Sargodha,Punjab,32.52636869,73.07633388,Bhu
23219-fac2,Basic Health Unit,Bhu,Government,Chak No 71 Sb,Bhalwal,Sargodha,Punjab,32.09978473,72.88475206,Bhu
23220-fac2,Basic Health Unit,Bhu,Government,Chak No.12 Sb,Bhalwal,Sargodha,Punjab,32.18211907,72.93718078,Bhu
23221-fac2,Basic Health Unit,Bhu,Government,Deowal,Bhalwal,Sargodha,Punjab,32.25487674,72.96789085,Bhu
23222-fac2,Basic Health Unit,Bhu,Government,Chabba Purana,Bhalwal,Sargodha,Punjab,32.33833712,72.9729911,Bhu
23224-fac2,Basic Health Unit,Bhu,Government,Bucha Kalan,Kot Momin,Sargodha,Punjab,32.1879403,73.15133658,Bhu
23225-fac2,Basic Health Unit,Bhu,Government,Dodha,Kot Momin,Sargodha,Punjab,31.98529325,73.01882207,Bhu
23226-fac2,Basic Health Unit,Bhu,Government,Bhaikh,Kot Momin,Sargodha,Punjab,31.92802302,73.11130492,Bhu
23227-fac2,Basic Health Unit,Bhu,Government,Syednao,Kot Momin,Sargodha,Punjab,31.99771423,73.12692003,Bhu
23228-fac2,Rural Health Center,Rhc,Government,Midh Ranjha,Kot Momin,Sargodha,Punjab,32.05791899,73.17284367,Rhc
23229-fac2,Rural Health Center,Rhc,Government,Faruka,Sahiwal,Sargodha,Punjab,31.88533439,72.41831528,Rhc
23231-fac2,Basic Health Unit,Bhu,Government,Lakhiwal,Sahiwal,Sargodha,Punjab,31.98591409,72.30944124,Bhu
23232-fac2,Basic Health Unit,Bhu,Government,Kot Mubary Khan,Sahiwal,Sargodha,Punjab,31.96186236,72.4114439,Bhu
23233-fac2,Basic Health Unit,Bhu,Government,Macher Khadi,Sahiwal,Sargodha,Punjab,31.87973828,72.37610865,Bhu
23234-fac2,Sub-Health Center,Shc,Government,Shc Dharkhanwala,Sahiwal,Sargodha,Punjab,31.83645721,72.33234067,x
23235-fac2,Basic Health Unit,Bhu,Government,Thatti Long,Sahiwal,Sargodha,Punjab,31.7652009,72.33608746,Bhu
23236-fac2,Sub-Health Center,Shc,Government,Shc Thatta Muhammad Panoh,Sahiwal,Sargodha,Punjab,31.80365495,72.42252313,x
23237-fac2,Basic Health Unit,Bhu,Government,Thatha Muhammad Panah,Sahiwal,Sargodha,Punjab,31.80006366,72.42428946,Bhu
23271-fac2,Dispensary,Medical Facilities,Government,Al-Dawa Welfare Dispensary,Sargodha,Sargodha,Punjab,32.07485373,72.65339254,x
23329-fac2,Basic Health Unit,Bhu,Government,Chak 92,Sargodha,Sargodha,Punjab,32.06701022,72.53057645,Bhu
23330-fac2,Dispensary,Medical Facilities,Government,Free Dispensary,Sargodha,Sargodha,Punjab,32.06696118,72.64480516,x
23332-fac2,Basic Health Unit,Bhu,Government,Chak No.85/Sb,Sargodha,Sargodha,Punjab,32.06699939,72.78145574,Bhu
23333-fac2,Basic Health Unit,Bhu,Government,Chak No.83 Sb,Sargodha,Sargodha,Punjab,32.06343782,72.82406435,Bhu
23334-fac2,Sub-Health Center,Shc,Government,Shc Chak No.43/Sb,Sargodha,Sargodha,Punjab,31.89442236,72.84574263,x
23335-fac2,Basic Health Unit,Bhu,Government,Chak No.101/Sb,Sargodha,Sargodha,Punjab,31.97027411,72.76129151,Bhu
23336-fac2,Basic Health Unit,Bhu,Government,Chak.No.100/Sb,Sargodha,Sargodha,Punjab,31.96950412,72.77847847,Bhu
23337-fac2,Basic Health Unit,Bhu,Government,Chak No 103 Sb,Sargodha,Sargodha,Punjab,31.97611416,72.74138189,Bhu
23338-fac2,Basic Health Unit,Bhu,Government,Asian Wala,Sargodha,Sargodha,Punjab,31.98747,72.76385261,Bhu
23339-fac2,Basic Health Unit,Bhu,Government,Chak No.99/Nb,Sargodha,Sargodha,Punjab,31.95590104,72.63491406,Bhu
23340-fac2,Sub-Health Center,Shc,Government,Shc Chak No.98/Nb,Sargodha,Sargodha,Punjab,31.97752975,72.6436776,x
23341-fac2,Basic Health Unit,Bhu,Government,Chak No.98/Sb,Sargodha,Sargodha,Punjab,31.96263966,72.81514127,Bhu
23342-fac2,Rural Health Center,Rhc,Government,Chak No. 90/Sb,Sargodha,Sargodha,Punjab,31.98493875,72.83398973,Rhc
23343-fac2,Basic Health Unit,Bhu,Government,Chak No. 30/Nb,Sargodha,Sargodha,Punjab,32.14585065,72.78722067,Bhu
23344-fac2,Basic Health Unit,Bhu,Government,Chak No.26 Sb,Sargodha,Sargodha,Punjab,32.01195414,72.90030852,Bhu
23345-fac2,Basic Health Unit,Bhu,Government,Chak No. 28/Sb,Sargodha,Sargodha,Punjab,31.99922831,72.87852389,Bhu
23346-fac2,Basic Health Unit,Bhu,Government,Lalu Wali,Sargodha,Sargodha,Punjab,32.0118008,72.93460251,Bhu
23347-fac2,Basic Health Unit,Bhu,Government,Luqman,Sargodha,Sargodha,Punjab,32.04178611,73.01593334,Bhu
23348-fac2,Basic Health Unit,Bhu,Government,Kalra,Shahpur,Sargodha,Punjab,32.28569201,72.66611067,Bhu
23349-fac2,Basic Health Unit,Bhu,Government,Mochiwal,Shahpur,Sargodha,Punjab,32.06110691,72.35619666,Bhu
23350-fac2,Basic Health Unit,Bhu,Government,Ghangwal,Shahpur,Sargodha,Punjab,32.39002926,72.66776102,Bhu
23351-fac2,Basic Health Unit,Bhu,Government,Kalra,Shahpur,Sargodha,Punjab,32.32947153,72.63506793,Bhu
23352-fac2,Basic Health Unit,Bhu,Government,Kot Bhai Khan,Shahpur,Sargodha,Punjab,32.34249952,72.58111976,Bhu
23353-fac2,Basic Health Unit,Bhu,Government,Vijh,Shahpur,Sargodha,Punjab,32.06883571,72.44040004,Bhu
23354-fac2,Sub-Health Center,Shc,Government,Shc Chak No.127 Sb,Sillanwali,Sargodha,Punjab,31.87988285,72.62932706,x
23355-fac2,Sub-Health Center,Shc,Government,Shc Chak No. 64 Sb,Sillanwali,Sargodha,Punjab,31.81043585,72.64275297,x
23356-fac2,Basic Health Unit,Bhu,Government,Chak No. 50/Sb,Sillanwali,Sargodha,Punjab,31.8301007,72.66325239,Bhu
23357-fac2,Basic Health Unit,Bhu,Government,Chak No.60/Sb,Sillanwali,Sargodha,Punjab,31.835563,72.71663549,Bhu
23359-fac2,Basic Health Unit,Bhu,Government,Luban Wala,Ferozewala,Sheikhupura,Punjab,31.73111073,74.43000523,Bhu
23360-fac2,Basic Health Unit,Bhu,Government,Marrar Chak 42,Ferozewala,Sheikhupura,Punjab,31.70832374,74.30688757,Bhu
23361-fac2,Basic Health Unit,Bhu,Government,Marrar Chak 45,Ferozewala,Sheikhupura,Punjab,31.73909764,74.28262879,Bhu
23362-fac2,Basic Health Unit,Bhu,Government,Sharakpur Khurd,Ferozewala,Sheikhupura,Punjab,31.63101655,74.23908619,Bhu
23363-fac2,Sub-Health Center,Shc,Government,Shc Missen,Ferozewala,Sheikhupura,Punjab,31.66604737,74.21013118,x
23364-fac2,Basic Health Unit,Bhu,Government,Mandiala Chak No 20,Ferozewala,Sheikhupura,Punjab,31.66111322,74.16413968,Bhu
23365-fac2,Dispensary,Medical Facilities,Government,Kallah Dispensary,Ferozewala,Sheikhupura,Punjab,31.66453977,74.10665753,x
23370-fac2,Dispensary,Medical Facilities,Government,Hatcher Dispensary,Muridke,Sheikhupura,Punjab,32.04270298,74.58702317,x
23371-fac2,Dispensary,Medical Facilities,Government,Hamid Pur Dispensary,Muridke,Sheikhupura,Punjab,32.0243094,74.55738677,x
