Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Punjab,Rajanpur,4,Burrey Wala,9046-inv,Bhu,8265-fac2,Burray Wala,29.52754177,70.45145909
Health Facility,Punjab,Rajanpur,4,Fazil Pur,9048-inv,Bhu,8296-fac2,Fazil Pur,29.29168085,70.45012435
Health Facility,Punjab,Rajanpur,4,Haji Pur,9049-inv,Bhu,8263-fac2,Haji Pur Rajanpur,29.35514711,70.3268671
Health Facility,Punjab,Rajanpur,4,Hazrat Wala,9050-inv,Bhu,8294-fac2,Hazrat Wala,29.36481237,70.54057015
Health Facility,Punjab,Rajanpur,4,Kot Tahir,9052-inv,Bhu,13391-fac2,Kot Tahir,29.74394973,70.63473133
Health Facility,Punjab,Rajanpur,4,Kotla Dewan,9053-inv,Bhu,8259-fac2,Kotla Dewan,29.60335579,70.5911404
Health Facility,Punjab,Rajanpur,4,Kotla Mughlan,9054-inv,Bhu,8261-fac2,Kotla Mughlan,29.54775352,70.60452252
Health Facility,Punjab,Rajanpur,4,Maray Wala,9055-inv,Bhu,8265-fac2,Burray Wala,29.52754177,70.45145909
Health Facility,Punjab,Rajanpur,4,Murghai,9056-inv,Bhu,8305-fac2,Murghai,28.91479664,70.26471816
Health Facility,Punjab,Rajanpur,4,Salampur,9057-inv,Bhu,22911-fac2,Govt. Veterinary Hospital Muhammadpur,29.47087084,70.50793245
Health Facility,Punjab,Rajanpur,4,Saleem Abad,9058-inv,Bhu,8262-fac2,Saleem Abad,29.54126357,70.53183169
Health Facility,Punjab,Rajanpur,4,Shikarpur,9059-inv,Bhu,8306-fac2,Shikar Pur,29.16738195,70.43413408
Health Facility,Punjab,Rajanpur,4,Tatar Wala,9060-inv,Bhu,8295-fac2,Tatar Wala,29.32988323,70.55626024
Health Facility,Punjab,Rajanpur,4,Bukhara Sharif,9061-inv,x,8266-fac2,Bukhara Sharif,29.44796682,70.49391079
Health Facility,Punjab,Rajanpur,4,Civial Hosp,9063-inv,x,0-x,District,29.14515,70.0221
Health Facility,Punjab,Rajanpur,4,Rajanpur,9065-inv,Dhq Hosp,8329-fac2,Rajanpur,29.10429451,70.32888111
Health Facility,Punjab,Rajanpur,4,Noor Pur Machiwala,9067-inv,x,8300-fac2,Noor Pur Machi Wala,29.09311628,70.47147813
Health Facility,Punjab,Rajanpur,4,Dajal,9069-inv,Rhc,8258-fac2,Dajal,29.55881335,70.38050591
Health Facility,Punjab,Rajanpur,4,Fazil Pur,9070-inv,Rhc,8296-fac2,Fazil Pur,29.29168085,70.45012435
Health Facility,Punjab,Rajanpur,4,Harrand,9072-inv,Rhc,8257-fac2,Harrand,29.55156838,70.12075248
Health Facility,Punjab,Rajanpur,4,Kotmithen,9073-inv,Rhc,8312-fac2,Kot Mithan,28.96305417,70.36207027
Health Facility,Punjab,Rajanpur,4,Muhammad Pur,9074-inv,Rhc,8264-fac2,Muhammad Pur,29.47033734,70.50730331
Health Facility,Punjab,Rajanpur,4,Shc Noor Pur Manjhowala,9075-inv,x,0-x,District,29.14515,70.0221
Health Facility,Punjab,Rajanpur,4,Tho Jampur Rajanpur,9076-inv,x,0-x,District,29.14515,70.0221
Health Facility,Punjab,Rajanpur,4,Jampur,9082-inv,Thq,8286-fac2,Jampur,29.64332408,70.59002793
District,Punjab,Rajanpur,3,Rajan Pur,9083-inv,District Store,8249-fac2,De-Excluded Area Rajanpur,29.50424797,69.86514864
Health Facility,Punjab,Rawalpindi,4,Maingal Angoori,9118-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Bahwaly,9120-inv,Bhu,4294-fac2,Benazir Bhutto Hospital,33.627514,73.071887
Health Facility,Punjab,Rawalpindi,4,Ban,9121-inv,Bhu,8456-fac2,Rawat Bhurban,33.96508,73.456753
Health Facility,Punjab,Rawalpindi,4,Bhattian,9122-inv,Bhu,4322-fac2,Armed Forces Institute Of Rehabilitation Medicine (Afirm),33.590622,73.041332
Health Facility,Punjab,Rawalpindi,4,Bhrama,9123-inv,Bhu,4414-fac2,Air Weapons Complex Hospital,33.840618,72.730036
Health Facility,Punjab,Rawalpindi,4,Chahan,9125-inv,Bhu,22960-fac2,Chauhan,33.418928,72.87950316
Health Facility,Punjab,Rawalpindi,4,Biali Khan,9126-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Chakri,9127-inv,Bhu,8631-fac2,Chak Bali,33.2370267,72.91204939
Health Facility,Punjab,Rawalpindi,4,Chappar,9128-inv,Bhu,8627-fac2,Chappar,33.41122,73.041358
Health Facility,Punjab,Rawalpindi,4,Charan,9129-inv,Bhu,22960-fac2,Chauhan,33.418928,72.87950316
Health Facility,Punjab,Rawalpindi,4,Dakhali,9130-inv,Bhu,8631-fac2,Chak Bali,33.2370267,72.91204939
Health Facility,Punjab,Rawalpindi,4,Devi,9131-inv,Bhu,4316-fac2,Armed Forces Institute Of Dentistry (Afid),33.580165,73.050305
Health Facility,Punjab,Rawalpindi,4,Dewal,9132-inv,Bhu,8356-fac2,Bewal,33.335476,73.440514
Health Facility,Punjab,Rawalpindi,4,Dhamda,9133-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Dheer Kot Sattian,9134-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Dhok Budhal,9135-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Dhoke Purr,9136-inv,Bhu,8628-fac2,Dhoke Parh,33.53072549,72.96227607
Health Facility,Punjab,Rawalpindi,4,Dhoong,9137-inv,Bhu,8726-fac2,Hmc Dispensary Hmc Colony,33.772303,72.812136
Health Facility,Punjab,Rawalpindi,4,Dhulyal Jandu,9138-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Dornian,9139-inv,Bhu,4322-fac2,Armed Forces Institute Of Rehabilitation Medicine (Afirm),33.590622,73.041332
Health Facility,Punjab,Rawalpindi,4,Girja,9140-inv,Bhu,8629-fac2,Girja,33.59129863,72.98773563
Health Facility,Punjab,Rawalpindi,4,Gulyana,9141-inv,Bhu,13427-fac2,Gulistan Colony,33.57360946,73.08982771
Health Facility,Punjab,Rawalpindi,4,Hanesar,9142-inv,Bhu,8383-fac2,Hanesar,33.58710214,73.4822169
Health Facility,Punjab,Rawalpindi,4,Hayal Sharif,9144-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Jabbar Darwaish,9145-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Jajja,9146-inv,Bhu,8342-fac2,Jajja,33.273417,73.12897
Health Facility,Punjab,Rawalpindi,4,Jarmot Kalan,9147-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Jattli,9148-inv,Bhu,4309-fac2,Armed Forces Institute Of Cardiology (Afic),33.596767,73.045785
Health Facility,Punjab,Rawalpindi,4,Jhungal,9149-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Kali Mitti,9150-inv,Bhu,13628-fac2,Rawalpindi Institute Of Cardiology,33.61574941,73.08009922
Health Facility,Punjab,Rawalpindi,4,Karahi Mial,9151-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Karor,9152-inv,Bhu,22985-fac2,Benazir Bhutto Hospital Murree Road,33.62808525,73.07102826
Health Facility,Punjab,Rawalpindi,4,Kolian Hameed,9153-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Kountrila,9154-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Kuri Dual,9155-inv,Bhu,22927-fac2,Civil Veterinary Hospital Daultala,33.18893477,73.14288705
Health Facility,Punjab,Rawalpindi,4,Lodhran Uc R 105,9156-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Lub Thathoo,9157-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Maina Satala,9158-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Maloot Sattian,9159-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Matore,9160-inv,Bhu,8390-fac2,Matore,33.527318,73.476673
Health Facility,Punjab,Rawalpindi,4,Mowara,9162-inv,Bhu,22985-fac2,Benazir Bhutto Hospital Murree Road,33.62808525,73.07102826
Health Facility,Punjab,Rawalpindi,4,Nara,9163-inv,Bhu,4294-fac2,Benazir Bhutto Hospital,33.627514,73.071887
Health Facility,Punjab,Rawalpindi,4,Narar,9164-inv,Bhu,22985-fac2,Benazir Bhutto Hospital Murree Road,33.62808525,73.07102826
Health Facility,Punjab,Rawalpindi,4,Noshami,9165-inv,Bhu,4322-fac2,Armed Forces Institute Of Rehabilitation Medicine (Afirm),33.590622,73.041332
Health Facility,Punjab,Rawalpindi,4,Pahrial,9167-inv,Bhu,4294-fac2,Benazir Bhutto Hospital,33.627514,73.071887
Health Facility,Punjab,Rawalpindi,4,Punjar,9168-inv,Bhu,8378-fac2,Gujar Khan,33.253555,73.308784
Health Facility,Punjab,Rawalpindi,4,Ramany,9169-inv,Bhu,8366-fac2,Ramay,33.15590238,73.06323831
Health Facility,Punjab,Rawalpindi,4,Rehmatabad,9170-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Rupper Kalan,9172-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Saghri,9173-inv,Bhu,8620-fac2,Sagri,33.474894,73.268273
Health Facility,Punjab,Rawalpindi,4,Sallaga,9174-inv,Bhu,22927-fac2,Civil Veterinary Hospital Daultala,33.18893477,73.14288705
Health Facility,Punjab,Rawalpindi,4,Sangari,9176-inv,Bhu,13423-fac2,Govt. Tb Sanatorium,33.8547315,73.323612
Health Facility,Punjab,Rawalpindi,4,Santh Sarolaha,9177-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Seher Baghla,9178-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Sukhoo,9179-inv,Bhu,22934-fac2,Sukho,33.24824069,73.17640204
Health Facility,Punjab,Rawalpindi,4,Takhat Pari,9180-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Treat,9181-inv,Bhu,4414-fac2,Air Weapons Complex Hospital,33.840618,72.730036
Health Facility,Punjab,Rawalpindi,4,Usman Khattar,9182-inv,Bhu,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Bhuc Sambla,9184-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Cantonment Disp Lalarukh,9185-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Canttonment Board Nawababad,9188-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Cb Dheri Hassanabad,9189-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Cgh Hosp.,9191-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Christian Hosp.,9192-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Civil Hosp. Taxila,9194-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Cwccf Disp,9198-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Teacching Hosp. Rwp,9199-inv,Dhq,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Akal Garh,9201-inv,Disp,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Imam Bara,9202-inv,Disp,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Room Thq Office,9203-inv,Epi,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Hit Hosp.,9204-inv,x,4294-fac2,Benazir Bhutto Hospital,33.627514,73.071887
Health Facility,Punjab,Rawalpindi,4,Holy Family Hosp,9205-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Mc Disp Dhoke Rata,9207-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Mc Disp Milat Colony,9208-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Kamalabad,9209-inv,Mch,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Ward 1,9210-inv,Mch,4309-fac2,Armed Forces Institute Of Cardiology (Afic),33.596767,73.045785
Health Facility,Punjab,Rawalpindi,4,Military Hosp. Rawalpindi,9211-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Mmc Dokh Kala Khan,9215-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Mmc Mangtayal,9216-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Mmc Sirajia Park,9218-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Phangwari Uc 52,9220-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Pof Hosp.,9222-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Potha Sharif,9223-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Rch Mandra,9225-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Relway Hosp.,9227-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Baga Sheikhan,9228-inv,Rhc,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Chantra,9230-inv,Rhc,13428-fac2,Paf Residential Area,33.60433946,73.07725761
Health Facility,Punjab,Rawalpindi,4,Doutala,9232-inv,Rhc,4322-fac2,Armed Forces Institute Of Rehabilitation Medicine (Afirm),33.590622,73.041332
Health Facility,Punjab,Rawalpindi,4,Kotli Sattian,9235-inv,Rhc,8422-fac2,Kotli Sattian,33.79319,73.51974
Health Facility,Punjab,Rawalpindi,4,Lehtrar,9238-inv,Rhc,8382-fac2,Lehtrar,33.712406,73.444373
Health Facility,Punjab,Rawalpindi,4,Rural Health Center Khyban E Sirsyed,9240-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Rurla Medical Centre,9241-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Social Security Cd,9242-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Social Security Hosp.,9243-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Tb Hosp. Eid Gah,9244-inv,x,0-x,District,33.5433,73.1317
Health Facility,Punjab,Rawalpindi,4,Kahota,9246-inv,Thq,4294-fac2,Benazir Bhutto Hospital,33.627514,73.071887
Health Facility,Punjab,Rawalpindi,4,Murree,9258-inv,Thq,22985-fac2,Benazir Bhutto Hospital Murree Road,33.62808525,73.07102826
Health Facility,Punjab,Rawalpindi,4,Store Gujar Khan,9259-inv,Thq,0-x,District,33.5433,73.1317
District,Punjab,Rawalpindi,3,Rawalpindi,9286-inv,District Store,8699-fac2,Rawalpindi,33.61220098,73.05282487
Health Facility,Punjab,Rahim Yar Khan,4,100 P,9318-inv,Bhu,8104-fac2,Chak No 100/P,28.43279852,70.396131
Health Facility,Punjab,Rahim Yar Khan,4,107 P,9319-inv,Bhu,8105-fac2,Chak No 107/P,28.37648484,70.32967477
Health Facility,Punjab,Rahim Yar Khan,4,112 Np,9320-inv,Bhu,7974-fac2,112/Np,28.72179484,70.65825178
Health Facility,Punjab,Rahim Yar Khan,4,116 P,9321-inv,Bhu,8106-fac2,Chak No 116/P,28.39914159,70.32585881
Health Facility,Punjab,Rahim Yar Khan,4,125 P,9322-inv,Bhu,8107-fac2,Chak No 125/P,28.27283683,70.28407962
Health Facility,Punjab,Rahim Yar Khan,4,131 Il,9324-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,147 A,9325-inv,Bhu,2584-fac1,147/A,28.85236,70.99265
Health Facility,Punjab,Rahim Yar Khan,4,148 P,9326-inv,Bhu,8199-fac2,148/P,28.28061434,70.21454099
Health Facility,Punjab,Rahim Yar Khan,4,150A,9327-inv,Bhu,8104-fac2,Chak No 100/P,28.43279852,70.396131
Health Facility,Punjab,Rahim Yar Khan,4,158 P,9328-inv,Bhu,8207-fac2,Chak No 158/P,28.22911733,70.1784488
Health Facility,Punjab,Rahim Yar Khan,4,1P,9329-inv,Bhu,8199-fac2,148/P,28.28061434,70.21454099
Health Facility,Punjab,Rahim Yar Khan,4,206 P,9330-inv,Bhu,8205-fac2,Chak 206-P,28.14285602,69.93648922
Health Facility,Punjab,Rahim Yar Khan,4,25A,9331-inv,Bhu,8052-fac2,Chak No 25/A,28.95287638,70.992267
Health Facility,Punjab,Rahim Yar Khan,4,26 N P,9332-inv,Bhu,7979-fac2,Chak No 1/P,28.68873552,70.75003045
Health Facility,Punjab,Rahim Yar Khan,4,264 P,9333-inv,Bhu,8200-fac2,264/P,28.05432886,70.0092446
Health Facility,Punjab,Rahim Yar Khan,4,39 Np,9335-inv,Bhu,8204-fac2,Chak No 39/Np,28.22444009,69.87371566
Health Facility,Punjab,Rahim Yar Khan,4,42 A,9336-inv,Bhu,8051-fac2,Adam Arain,28.73844699,70.89604977
Health Facility,Punjab,Rahim Yar Khan,4,45 A,9337-inv,Bhu,8053-fac2,Chak No 45/A,28.89555187,70.98257351
Health Facility,Punjab,Rahim Yar Khan,4,45 P,9338-inv,Bhu,8199-fac2,148/P,28.28061434,70.21454099
Health Facility,Punjab,Rahim Yar Khan,4,5 Np,9340-inv,Bhu,8206-fac2,Chak 5/Np,28.39039148,70.17381127
Health Facility,Punjab,Rahim Yar Khan,4,55 Np,9341-inv,Bhu,8109-fac2,Chak No 55/Np,28.74171037,70.31736841
Health Facility,Punjab,Rahim Yar Khan,4,7:00 PM,9342-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,87 A,9343-inv,Bhu,8055-fac2,Chak No 87/A,28.78867762,70.93321829
Health Facility,Punjab,Rahim Yar Khan,4,92 P,9344-inv,Bhu,8110-fac2,Chak No 92/P,28.29470628,70.3389178
Health Facility,Punjab,Rahim Yar Khan,4,94Np,9345-inv,Bhu,7981-fac2,Chak No 94/Np,28.63418768,70.51554476
Health Facility,Punjab,Rahim Yar Khan,4,Abadpur,9347-inv,Bhu,8097-fac2,Abadpur,28.6934081,70.25576315
Health Facility,Punjab,Rahim Yar Khan,4,Adam Arain,9348-inv,Bhu,8051-fac2,Adam Arain,28.73844699,70.89604977
Health Facility,Punjab,Rahim Yar Khan,4,Adem Wali,9349-inv,Bhu,8098-fac2,Adam Wali,28.47621134,70.22168108
Health Facility,Punjab,Rahim Yar Khan,4,Aminabad,9350-inv,Bhu,8049-fac2,Aminabad,28.90875438,70.79826899
Health Facility,Punjab,Rahim Yar Khan,4,Arif Baloch,9351-inv,Bhu,7976-fac2,Arif Baloch,28.76581966,70.77238965
Health Facility,Punjab,Rahim Yar Khan,4,Badli Sharif,9352-inv,Bhu,8099-fac2,Badli Sharif,28.54828633,70.19197
Health Facility,Punjab,Rahim Yar Khan,4,Bahishti,9353-inv,Bhu,8100-fac2,Bahishti,28.51543239,70.50521326
Health Facility,Punjab,Rahim Yar Khan,4,Basti Abdul Kareem,9354-inv,Bhu,8101-fac2,Basti Abdul Karim,28.42786885,70.21693464
Health Facility,Punjab,Rahim Yar Khan,4,Basti Ghulam Rasool,9355-inv,Bhu,8196-fac2,Basti Raisghulam Rasool,28.11269303,70.21737709
Health Facility,Punjab,Rahim Yar Khan,4,Basti Sadiq,9357-inv,Bhu,8202-fac2,Basti Ch M Sadiq,28.32733946,69.86883176
Health Facility,Punjab,Rahim Yar Khan,4,Begar Garhi,9358-inv,Bhu,8198-fac2,Beggargarhi,28.22551201,70.10689254
Health Facility,Punjab,Rahim Yar Khan,4,Bindor Abasian,9359-inv,Bhu,8201-fac2,Bandor Abbasian,28.2174411,70.00537277
Health Facility,Punjab,Rahim Yar Khan,4,Bismillahpur,9360-inv,Bhu,8102-fac2,Bismallahpur,28.4292259,70.4732457
Health Facility,Punjab,Rahim Yar Khan,4,Chachran Sharif,9361-inv,Bhu,7978-fac2,Chachran Sharif,28.87045858,70.45830397
Health Facility,Punjab,Rahim Yar Khan,4,225 A,9362-inv,Bhu,8052-fac2,Chak No 25/A,28.95287638,70.992267
Health Facility,Punjab,Rahim Yar Khan,4,79 A,9363-inv,Bhu,8054-fac2,Chak No. 79-A,28.75847595,70.85325834
Health Facility,Punjab,Rahim Yar Khan,4,Abbas,9364-inv,Bhu,8201-fac2,Bandor Abbasian,28.2174411,70.00537277
Health Facility,Punjab,Rahim Yar Khan,4,No 255 P,9365-inv,Bhu,8208-fac2,Chak No 255/P,28.18298805,70.17610564
Health Facility,Punjab,Rahim Yar Khan,4,Sawetra,9366-inv,Bhu,8194-fac2,Sheikh Zayed Hospital R Y Khan,28.417537,70.314494
Health Facility,Punjab,Rahim Yar Khan,4,Ck 1A Doshakha,9367-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,Dara Shamas,9368-inv,Bhu,2615-fac1,Dera Shamas,28.56049,70.28374
Health Facility,Punjab,Rahim Yar Khan,4,Dashti,9369-inv,Bhu,8056-fac2,Dashti,29.04618028,70.79685183
Health Facility,Punjab,Rahim Yar Khan,4,Dera Fridi,9370-inv,Bhu,8057-fac2,Dera Faridi,29.09297947,70.78809102
Health Facility,Punjab,Rahim Yar Khan,4,Ehsan Pur,9371-inv,Bhu,8111-fac2,Ehsanpur,28.72886795,70.28733534
Health Facility,Punjab,Rahim Yar Khan,4,Fatehpur Panjabian,9372-inv,Bhu,2556-fac1,Fateh Pur Punjabian,28.50691,70.246765
Health Facility,Punjab,Rahim Yar Khan,4,Gehna Larrh,9373-inv,Bhu,7984-fac2,Gehna Lar,28.65050248,70.57427459
Health Facility,Punjab,Rahim Yar Khan,4,Ghazipur,9374-inv,Bhu,7985-fac2,Ghazi Pur,28.69287257,70.49568872
Health Facility,Punjab,Rahim Yar Khan,4,Gkm Jhak,9377-inv,Bhu,2571-fac1,Ghari Khair M. Jhak,28.41279,69.90901
Health Facility,Punjab,Rahim Yar Khan,4,Goth Mahi,9378-inv,Bhu,8058-fac2,Goth Mahi,28.90544917,70.86785813
Health Facility,Punjab,Rahim Yar Khan,4,Gulmerg,9379-inv,Bhu,8113-fac2,Gulmerg,28.3625711,70.43360324
Health Facility,Punjab,Rahim Yar Khan,4,Gulshan Dara,9380-inv,Bhu,8114-fac2,Gulshandara,28.51826211,70.37751303
Health Facility,Punjab,Rahim Yar Khan,4,Hagipur,9381-inv,Bhu,8115-fac2,Haji Pur R.Y Khan,28.80267385,70.43920972
Health Facility,Punjab,Rahim Yar Khan,4,Haroon Abad,9382-inv,Bhu,8059-fac2,Haroonabad,28.85321868,70.83867351
Health Facility,Punjab,Rahim Yar Khan,4,Havaili Gharib Shah,9383-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,Janpur,9384-inv,Bhu,8060-fac2,Janpur,29.0300372,70.83998864
Health Facility,Punjab,Rahim Yar Khan,4,Jhok Gulab Shah,9385-inv,Bhu,2531-fac1,Jhoke Gulab Shah,29.06026,70.75525
Health Facility,Punjab,Rahim Yar Khan,4,Kandani,9387-inv,Bhu,8201-fac2,Bandor Abbasian,28.2174411,70.00537277
Health Facility,Punjab,Rahim Yar Khan,4,Khair Purk Hadali,9388-inv,Bhu,2557-fac1,Khair Pur Khadali,28.47772,70.34258
Health Facility,Punjab,Rahim Yar Khan,4,Kinjki Wala,9389-inv,Bhu,2536-fac1,Kanjki Waza,29.07142,70.93658
Health Facility,Punjab,Rahim Yar Khan,4,Kot Haq Nawaz,9390-inv,Bhu,2555-fac1,Kot Haq Nawaz,28.60881,70.28277
Health Facility,Punjab,Rahim Yar Khan,4,Kot Karam Khan,9391-inv,Bhu,2618-fac1,Kot Karam Khan,28.58938,70.13907
Health Facility,Punjab,Rahim Yar Khan,4,Kot Sabzal,9392-inv,Bhu,8197-fac2,Basti Sabzal Khan,28.22106929,70.09963477
Health Facility,Punjab,Rahim Yar Khan,4,Kotla Pathan,9393-inv,Bhu,2627-fac1,Kotta Pathan,28.71241,70.60258
Health Facility,Punjab,Rahim Yar Khan,4,Lanji War,9394-inv,Bhu,2624-fac1,Langi Waar,28.89762,70.58224
Health Facility,Punjab,Rahim Yar Khan,4,Latki,9395-inv,Bhu,8210-fac2,Latki,28.3286998,70.19842698
Health Facility,Punjab,Rahim Yar Khan,4,Machka,9396-inv,Bhu,7977-fac2,Bangla Bhutta Sheikhan,28.84891498,70.61312881
Health Facility,Punjab,Rahim Yar Khan,4,Malik Pur,9397-inv,Bhu,2607-fac1,Mian Wali Quresheian,28.65616,70.38602
Health Facility,Punjab,Rahim Yar Khan,4,Maray Shah,9398-inv,Bhu,2568-fac1,Merry Shah,28.42892,69.99804
Health Facility,Punjab,Rahim Yar Khan,4,Mari Allah Bachaya,9399-inv,Bhu,2540-fac1,Mari Allah Bachaya,28.53864,70.63556
Health Facility,Punjab,Rahim Yar Khan,4,Mianwali Shekhan,9400-inv,Bhu,2608-fac1,Mian Wali Shaikhan,28.70439,70.47189
Health Facility,Punjab,Rahim Yar Khan,4,Mud Bhora,9401-inv,Bhu,2538-fac1,Mud Bhura,28.56574,70.66551
Health Facility,Punjab,Rahim Yar Khan,4,Muhammad Daha,9402-inv,Bhu,2591-fac1,Muhammad Dah,28.97063,70.91214
Health Facility,Punjab,Rahim Yar Khan,4,Muslim Town,9403-inv,Bhu,2506-fac1,Muslim Town,28.7437,70.72652
Health Facility,Punjab,Rahim Yar Khan,4,Qadirpur,9404-inv,Bhu,2625-fac1,Qadirpur,28.89735,70.61151
Health Facility,Punjab,Rahim Yar Khan,4,Roti Sharif,9405-inv,Bhu,2565-fac1,Roti Sharif,28.53006,70.07718
Health Facility,Punjab,Rahim Yar Khan,4,Rukhan Pur,9406-inv,Bhu,2550-fac1,Rukan Pur,28.76286,70.38985
Health Facility,Punjab,Rahim Yar Khan,4,Saaid Pur,9407-inv,Bhu,8213-fac2,Sanjar Pur,28.2561467,69.97424367
Health Facility,Punjab,Rahim Yar Khan,4,Sabzal Khan,9408-inv,Bhu,8197-fac2,Basti Sabzal Khan,28.22106929,70.09963477
Health Facility,Punjab,Rahim Yar Khan,4,Sanjar Khan,9409-inv,Bhu,2611-fac1,Kot Sanjar Khan,28.25226,69.86333
Health Facility,Punjab,Rahim Yar Khan,4,Shehbazpur Sharqi,9410-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,Sonak,9411-inv,Bhu,8116-fac2,Sonak,28.6323862,70.41297045
Health Facility,Punjab,Rahim Yar Khan,4,Thakal Arrain,9412-inv,Bhu,0-x,District,28.48745,70.28715
Health Facility,Punjab,Rahim Yar Khan,4,Tibi Gul Muhammad,9413-inv,Bhu,2605-fac1,Tibbi Gul Muhammad,28.57619,70.46295
Health Facility,Punjab,Rahim Yar Khan,4,Unrann,9414-inv,Bhu,8201-fac2,Bandor Abbasian,28.2174411,70.00537277
